idade,estado,escolaridade,renda_mensal,tempo_emprego_anos,score_credito,valor_solicitado,prazo_meses,finalidade,dividas_ativas,inadimplente
52,RR,Ensino Médio,4056.98,15,585,17828.77,18,Reforma,0,0
33,AM,Pós-graduação,17878.22,9,581,11494.16,60,Veículo,5,0
31,RO,Ensino Médio,2470.73,13,566,8901.59,60,Educação,1,0
44,AP,Ensino Superior,4034.87,21,695,26215.27,48,Reforma,2,0
66,PB,Ensino Superior,7494.61,9,643,15538.3,48,Saúde,0,0
59,RN,Ensino Médio,900.0,1,712,36504.0,48,Educação,5,1
59,SP,Ensino Médio,3716.23,13,709,17855.66,48,Reforma,0,0
50,PI,Ensino Superior,6570.25,11,600,18176.86,60,Viagem,1,1
72,MG,Ensino Médio,4282.42,16,678,16961.08,36,Outros,2,0
74,RO,Ensino Superior,8528.1,7,850,17383.69,6,Reforma,0,0
64,RR,Ensino Médio,5420.03,5,620,14608.59,24,Educação,2,0
18,MT,Ensino Médio,4299.68,4,649,8003.9,24,Outros,4,0
69,RO,Ensino Médio,4440.79,9,850,40565.62,36,Veículo,3,0
28,RN,Ensino Médio,5511.07,7,727,11537.37,60,Reforma,5,0
25,RJ,Ensino Médio,3677.86,16,681,17792.05,12,Outros,6,1
48,DF,Pós-graduação,5503.98,2,523,23269.14,24,Veículo,0,1
74,MA,Ensino Fundamental,3059.42,2,706,10620.94,48,Educação,3,0
25,AC,Ensino Médio,2423.4,11,701,9137.38,48,Veículo,0,0
28,AC,Ensino Médio,1718.86,4,593,6412.62,60,Educação,0,1
33,AM,Pós-graduação,10978.84,17,676,46368.69,36,Educação,3,0
43,SC,Ensino Médio,4827.87,13,808,5392.58,24,Veículo,1,0
30,ES,Ensino Médio,13042.36,18,578,8206.08,24,Viagem,1,0
57,PE,Ensino Superior,7631.88,17,736,13461.12,18,Viagem,4,0
56,RR,Ensino Médio,16193.38,57,617,7028.37,48,Reforma,0,0
24,PB,Ensino Fundamental,3745.28,6,677,6368.83,6,Saúde,6,1
41,DF,Ensino Médio,3693.58,5,735,8822.68,60,Saúde,0,0
40,PA,Ensino Superior,6184.25,21,682,7634.62,12,Reforma,3,0
58,PB,Ensino Médio,2775.58,9,655,31531.04,48,Veículo,4,0
40,SC,Ensino Superior,5885.87,21,597,14520.11,36,Veículo,0,0
55,SE,Ensino Superior,2510.43,21,688,10582.15,12,Educação,2,0
45,ES,Ensino Médio,4105.89,9,609,50000.0,60,Veículo,0,0
26,MA,Ensino Médio,1874.97,10,422,9229.87,36,Reforma,0,1
42,AM,Ensino Médio,3741.63,1,637,10582.52,36,Veículo,5,0
55,RR,Ensino Médio,14403.27,13,556,10897.99,36,Outros,2,1
33,ES,Ensino Médio,5823.1,25,709,12578.21,48,Saúde,0,0
71,MT,Ensino Médio,2877.02,10,621,4456.74,48,Outros,5,0
31,BA,Pós-graduação,6101.29,19,679,23585.44,24,Viagem,0,1
56,MA,Ensino Superior,2945.45,21,621,23664.11,36,Reforma,3,0
71,SC,Ensino Superior,7278.12,22,699,22345.44,36,Outros,1,0
74,RJ,Ensino Médio,3870.09,1,650,8831.86,48,Veículo,2,1
30,PI,Ensino Superior,5427.92,14,620,20420.8,36,Saúde,0,0
69,PR,Ensino Superior,2920.21,11,532,9574.2,48,Outros,0,0
40,PA,Ensino Médio,2819.34,25,622,10487.68,36,Outros,0,0
64,MG,Ensino Superior,1451.92,11,572,12803.42,18,Saúde,1,1
47,PR,Ensino Médio,14491.24,2,696,15480.47,18,Reforma,0,0
56,RS,Ensino Superior,3345.32,10,548,18538.59,24,Educação,2,1
22, AM  ,Pós-graduação,7327.87,7,736,11261.22,48,Educação,2,0
26,RN,Pós-graduação,8542.09,14,740,15524.45,24,Educação,3,0
56,PR,Ensino Médio,2909.74,11,630,23250.66,36,Reforma,3,1
39,PA,Ensino Médio,4206.73,13,569,12816.72,12,Outros,3,0
48,MS,Ensino Superior,1674.53,20,632,14187.06,36,Outros,1,1
21,CE,Pós-graduação,5627.76,7,652,9399.23,24,Veículo,0,0
32,AP,Ensino Médio,2703.91,15,743,5897.7,36,Reforma,2,1
42,AC,Ensino Fundamental,4820.9,20,615,24431.54,6,Reforma,2,1
63,PI,Pós-graduação,2175.84,17,597,34822.07,36,Outros,1,0
45,SE,Ensino Superior,4406.46,5,715,12915.52,36,Saúde,1,1
47,AC,Ensino Médio,4263.07,24,721,7439.07,24,Reforma,5,0
42,AM,Pós-graduação,5819.14,8,631,16197.33,36,Reforma,1,0
60,MA,Ensino Superior,7008.12,14,621,7195.53,24,Saúde,1,0
72,DF,Ensino Médio,4139.55,15,726,7903.24,36,Viagem,1,0
70,PR,Ensino Médio,4069.34,9,600,22788.27,48,Viagem,2,1
50,  PI ,Ensino Médio,6616.51,17,621,13788.75,12,Reforma,0,1
75,BA,Ensino Fundamental,3322.57,23,611,17401.1,48,Viagem,5,1
52,AL,Ensino Médio,2116.11,4,616,14390.52,36,Reforma,5,1
26,RO,Ensino Superior,2024.99,6,560,6584.58,12,Reforma,2,1
43,AC,Ensino Médio,2139.93,17,724,12646.37,12,Outros,3,1
18,AC,Ensino Médio,250.0,1,746,15819.19,36,Saúde,0,1
47,CE,Ensino Superior,1240.89,7,664,10347.15,12,Reforma,5,1
28,SP,Ensino Médio,4473.33,8,729,21341.36,12,Reforma,1,1
67,AM,Ensino Superior,3350.48,19,832,9249.99,12,Viagem,0,0
66,TO,Ensino Médio,9599.2,8,650,13538.17,18,Reforma,2,1
43,RO,Pós-graduação,3682.36,22,662,10320.13,60,Reforma,4,1
45,PA,Ensino Fundamental,12629.97,16,635,10919.63,60,Veículo,2,0
62,PI,Pós-graduação,4589.65,9,706,10447.43,12,Viagem,7,1
47,RN,Ensino Superior,2395.53,10,665,18596.92,48,Reforma,2,1
47,AM,Ensino Médio,5147.42,12,722,14082.98,60,Veículo,0,0
35,AL,Ensino Superior,3026.32,18,850,12425.91,60,Veículo,2,0
28,AC,Ensino Médio,1631.98,15,516,9084.8,18,Outros,1,1
60,GO,Ensino Médio,1687.64,17,597,7116.54,60,Reforma,7,1
58,ES,Ensino Superior,2343.79,1,675,5191.05,12,Educação,1,0
47,AC,Ensino Médio,11121.74,15,688,7839.23,36,Saúde,5,1
33,MS,Ensino Superior,5102.53,14,756,18662.56,60,Educação,3,0
49,DF,Ensino Superior,1307.55,15,508,15862.73,24,Saúde,1,1
18,AL,Pós-graduação,1581.92,17,705,3990.14,60,Veículo,4,0
26,PI,Ensino Superior,2483.6,21,653,9905.97,18,Outros,7,0
26,CE,Ensino Médio,4636.81,18,850,13709.35,6,Reforma,1,0
45,MG,Ensino Superior,2024.87,20,718,11893.37,6,Veículo,6,0
50,RR,Ensino Médio,3108.71,3,522,8616.34,6,Reforma,2,1
51,CE,Ensino Superior,11566.67,19,836,12232.76,24,Saúde,0,0
52,RS,Ensino Superior,17383.94,11,642,46584.56,24,Viagem,5,1
73,ES,Ensino Superior,2905.26,18,564,26513.18,24,Saúde,3,1
72,SP,Ensino Superior,2351.7,14,671,15916.72,60,Educação,0,0
72,RN,Ensino Superior,3836.16,6,642,6901.97,18,Veículo,0,0
23,CE,Pós-graduação,21045.71,16,630,9154.45,24,Veículo,1,1
73,  MS ,Ensino Médio,1560.68,5,563,18176.88,60,Veículo,3,1
71,PR,Ensino Superior,6179.93,17,709,10459.9,18,Reforma,0,0
31,AL,Ensino Médio,6541.17,16,711,9861.74,12,Outros,0,0
31,AL,Ensino Fundamental,4063.91,18,573,11752.95,24,Viagem,4,1
46,BA,Ensino Superior,3530.67,25,600,20662.71,36,Veículo,2,1
55,DF,Ensino Superior,3038.75,23,668,14168.07,18,Veículo,0,1
18,PI,Ensino Superior,1281.82,7,791,7269.24,36,Saúde,3,0
48,PI,Ensino Superior,2155.95,23,710,17528.56,24,Reforma,4,0
27,MG,Ensino Fundamental,1050.05,5,534,13722.04,48,Saúde,2,1
35,PR,Ensino Superior,6153.81,7,740,22082.12,36,Outros,2,0
35,PR,Ensino Superior,5931.58,1,726,18128.65,36,Saúde,3,0
72,GO,Ensino Médio,4154.66,18,794,14401.76,18,Educação,1,0
32,RO,Ensino Médio,19106.84,1,559,15232.81,24,Educação,5,0
41,MG,Ensino Superior,2963.54,12,674,23794.35,18,Veículo,0,1
27,AP,Ensino Superior,1740.64,11,570,10220.96,18,Reforma,0,0
60,DF,Ensino Superior,5724.98,17,600,7137.28,18,Outros,1,0
66,GO,Ensino Médio,5990.44,6,588,40756.44,24,Outros,2,1
32,SE,Ensino Médio,5649.74,22,686,7215.54,36,Viagem,0,1
44,SC,Ensino Superior,5536.43,3,804,16908.86,48,Educação,0,0
40,TO,Ensino Médio,4427.29,15,674,15085.91,24,Veículo,7,0
29,MS,Ensino Médio,2657.93,24,627,9828.57,18,Viagem,3,1
52,RJ,Ensino Médio,3913.64,3,634,7506.63,48,Reforma,5,1
44,PR,Ensino Médio,3846.48,13,515,5696.2,24,Saúde,5,1
660,CE,Ensino Superior,8737.57,7,626,11238.42,24,Saúde,1,0
75,RS,Ensino Médio,5379.17,10,630,27208.69,60,Veículo,0,0
21,PE,Ensino Superior,1460.33,17,767,11812.19,60,Saúde,5,0
55,MS,Pós-graduação,8497.62,2,552,14263.68,24,Viagem,2,0
24,PI,Ensino Médio,2190.12,13,703,11788.89,36,Saúde,0,0
75,RJ,Ensino Médio,3696.52,12,788,13334.69,12,Reforma,4,0
37,TO,Ensino Superior,9173.88,8,836,7331.09,48,Veículo,0,0
55,MS,Pós-graduação,5020.28,24,621,7711.67,36,Veículo,0,1
55,AL,Ensino Médio,6348.31,10,640,14223.74,12,Reforma,3,1
48,MS,Ensino Médio,1127.81,24,594,16917.03,12,Veículo,2,1
71,SE,Ensino Superior,3294.63,24,658,6565.19,60,Reforma,1,0
60,PE,Ensino Superior,1905.84,21,543,8113.94,24,Veículo,0,1
35,MG,Ensino Médio,1596.83,22,850,14943.51,12,Viagem,0,0
74,TO,Ensino Superior,3733.53,8,724,9899.79,48,Veículo,4,0
28,AM,Ensino Superior,3641.57,3,608,9649.77,18,Saúde,5,1
68,PI,Ensino Fundamental,6126.8,1,626,11857.69,18,Saúde,0,1
39,RJ,Ensino Superior,2044.24,6,635,28476.01,60,Outros,4,1
25,SP,Ensino Médio,5337.06,19,684,13652.68,48,Reforma,4,0
61,DF,Ensino Médio,3472.5,1,688,13866.61,24,Saúde,1,0
40,RR,Ensino Médio,7074.1,23,682,15875.1,36,Veículo,5,0
38,PR,Ensino Médio,4649.53,22,503,11509.78,48,Veículo,0,0
48,RO,Ensino Médio,1486.77,16,564,21679.2,24,Outros,4,1
67,AL,Ensino Médio,5848.0,7,589,13831.17,48,Reforma,3,1
53,CE,Ensino Fundamental,2663.58,11,624,10785.34,24,Outros,2,0
58,RR,Ensino Médio,3743.22,10,741,9082.57,60,Reforma,2,1
45,PE,Ensino Superior,2053.19,13,796,25324.47,6,Veículo,4,1
64,MG,Ensino Médio,2041.76,9,616,25924.67,18,Saúde,1,1
27,RS,Ensino Médio,1295.36,6,712,4229.14,6,Viagem,0,0
50,  AC ,Ensino Médio,3109.58,18,522,18740.61,24,Viagem,0,0
39,PR,Pós-graduação,8658.44,15,589,7619.4,48,Veículo,5,0
70,MA,Ensino Médio,6724.02,21,667,9239.21,36,Outros,1,0
65,MA,Ensino Superior,2600.88,15,647,2615.62,36,Saúde,4,0
62,MS,Pós-graduação,2769.48,9,575,4299.3,12,Veículo,1,1
38,PR,Ensino Médio,1395.83,6,637,9354.6,36,Outros,2,0
33,AP,Ensino Médio,2137.33,7,514,27259.6,12,Viagem,4,1
75,SC,Ensino Fundamental,5890.6,20,592,8880.04,48,Educação,1,0
74,RO,Pós-graduação,7064.83,3,816,14109.87,24,Reforma,0,0
73, MG ,Ensino Superior,2472.18,25,565,8009.1,48,Outros,3,0
21,DF,Pós-graduação,4452.85,11,606,19581.55,12,Reforma,1,1
60,AC,Ensino Médio,3956.51,1,602,13192.17,36,Educação,3,0
21,SE,Ensino Superior,9070.57,8,692,7779.88,18,Veículo,1,0
36,PR,Ensino Superior,2184.51,14,756,7146.33,24,Saúde,0,0
42,RS,Pós-graduação,3698.14,16,554,24294.15,48,Educação,6,1
50,AC,Ensino Médio,5946.57,5,480,12239.24,36,Saúde,0,1
62,GO,Ensino Médio,3372.46,24,729,9678.16,18,Saúde,0,0
35,AP,Ensino Superior,3943.33,15,660,10482.79,48,Veículo,6,0
39,PB,Ensino Médio,1932.33,17,624,13948.6,36,Outros,7,1
69,PE,Ensino Superior,6213.92,20,619,4168.03,18,Veículo,3,0
19,AL,Ensino Médio,9933.06,3,588,7060.57,24,Educação,0,1
25,GO,Ensino Médio,2489.51,9,603,6582.22,60,Veículo,1,0
41,SC,Ensino Médio,19050.81,5,670,9166.18,24,Veículo,2,1
27,AL,Ensino Superior,5071.17,10,572,20476.68,60,Veículo,0,1
42,PE,Ensino Médio,5196.99,23,604,14860.32,24,Reforma,2,0
41,RR,Ensino Médio,4741.23,24,590,9420.29,18,Saúde,2,0
61,PE,Ensino Médio,3351.72,19,633,25882.2,24,Viagem,3,0
42,AM,Ensino Superior,1827.26,11,837,19900.54,12,Veículo,2,1
67,RJ,Ensino Superior,4581.38,7,810,11182.52,18,Outros,0,0
34,BA,Ensino Superior,31854.3,6,701,14944.2,48,Outros,0,0
56,AP,Ensino Superior,3988.49,13,681,8632.16,48,Veículo,6,0
47,MT,Ensino Fundamental,4095.52,18,597,12259.17,36,Reforma,4,0
28,RJ,Ensino Médio,2880.08,13,737,26230.73,36,Veículo,2,0
67,MT,Ensino Fundamental,4908.72,22,611,13939.11,36,Educação,3,0
24,MG,Ensino Superior,2370.17,12,677,21627.41,12,Outros,3,0
43,SP,Ensino Médio,8957.28,19,724,7578.71,18,Outros,0,0
27,ES,Ensino Médio,3722.91,5,628,9833.57,24,Saúde,0,0
53,RJ,Ensino Superior,3855.31,1,697,16030.16,48,Saúde,0,1
35,TO,Ensino Médio,8240.8,1,680,21630.23,18,Viagem,2,0
41,MS,Ensino Superior,5344.29,23,445,16853.75,6,Veículo,0,1
47,PA,Ensino Superior,8497.8,4,556,8909.59,24,Outros,2,0
24,PA,Ensino Médio,1273.32,3,795,8737.5,24,Saúde,0,0
44,AC,Ensino Superior,2957.62,20,723,9550.69,12,Educação,1,0
73,SC,Ensino Médio,2974.36,19,600,12349.67,36,Saúde,3,0
18,MG,Ensino Médio,5265.42,16,565,7294.28,18,Educação,0,1
30,PI,Ensino Médio,3505.96,18,794,24984.42,12,Veículo,1,0
33,SC,Ensino Médio,5251.04,20,679,18075.57,36,Veículo,2,0
18,ES,Ensino Médio,4883.73,5,579,10683.66,36,Viagem,2,0
54,RJ,Pós-graduação,1499.32,21,449,18983.78,18,Reforma,4,1
34,MG,Ensino Médio,1739.6,25,691,10711.54,24,Reforma,2,1
53,PA,Ensino Fundamental,4835.52,10,703,11787.96,36,Veículo,1,0
27,TO,Ensino Médio,2141.88,16,518,24225.14,24,Reforma,5,1
71,ES,Ensino Médio,2804.59,2,560,17497.43,36,Outros,0,1
44,DF,Ensino Superior,5086.95,9,535,11967.98,18,Reforma,0,0
40,AC,Ensino Superior,4145.34,18,606,12362.65,48,Veículo,1,0
48,GO,Ensino Médio,2352.94,12,558,21065.94,18,Saúde,2,1
75,CE,Pós-graduação,3667.44,21,579,9935.46,24,Reforma,0,0
33,TO,Ensino Médio,3216.26,24,713,11560.46,18,Saúde,6,1
47,GO,Ensino Superior,13798.16,2,675,7889.49,36,Reforma,7,0
61,CE,Ensino Médio,5188.47,9,666,19580.32,18,Saúde,3,0
28,CE,Ensino Médio,3609.56,13,685,4793.04,24,Veículo,1,0
61,AP,Ensino Superior,9460.11,8,591,22357.84,48,Outros,3,0
36,PA,Ensino Superior,2913.33,6,622,9588.77,12,Outros,5,1
60,CE,Ensino Superior,13260.59,23,412,3092.47,36,Veículo,3,1
30,MA,Ensino Superior,900.0,6,781,16535.96,36,Educação,2,1
66,SP,Ensino Médio,5541.68,5,695,12511.29,36,Saúde,3,1
53,RJ,Ensino Médio,2843.93,4,746,9733.96,36,Veículo,2,0
50,GO,Ensino Médio,6377.39,19,546,6820.24,12,Educação,1,1
72,SP,Ensino Médio,3928.26,14,422,26929.19,36,Educação,0,1
38,MS,Ensino Superior,17801.04,22,658,9136.12,36,Reforma,0,0
43,PI,Ensino Superior,3697.2,1,547,14337.83,36,Outros,1,1
60,PR,Pós-graduação,3398.34,9,612,26573.2,24,Veículo,1,0
51,MS,Pós-graduação,4653.99,24,579,17354.12,24,Reforma,0,0
59,PE,Ensino Médio,2699.23,19,561,15215.79,24,Reforma,2,1
75,CE,Ensino Médio,6145.44,23,673,17147.06,12,Outros,1,0
38,GO,Ensino Médio,1055.89,18,600,6628.54,24,Educação,0,1
41,SP,Ensino Superior,3219.21,19,549,8491.68,24,Outros,0,1
49,SC,Ensino Médio,6564.27,23,671,17323.95,24,Outros,0,0
68,SE,Ensino Superior,14847.06,1,826,9829.02,60,Reforma,0,0
24,PA,Ensino Superior,6514.57,15,607,35438.36,12,Educação,2,0
49,RS,Ensino Superior,8012.74,20,662,4892.7,18,Outros,0,0
21,RS,Ensino Superior,14091.8,3,666,8105.6,6,Reforma,0,0
64, PI ,Ensino Fundamental,9280.26,6,749,9886.07,36,Saúde,5,1
25,RO,Ensino Médio,4149.1,17,483,10740.43,12,Veículo,0,1
27,MS,Ensino Fundamental,6642.26,10,511,9647.16,24,Veículo,5,0
48,PB,Ensino Superior,4896.35,6,587,26146.17,12,Outros,1,0
68,GO,Ensino Fundamental,4477.02,6,831,21528.06,36,Reforma,2,0
72,SC,Pós-graduação,1614.55,2,666,7817.16,12,Outros,6,0
43,AC,Ensino Médio,11152.66,2,673,31998.94,36,Reforma,1,0
64,SP,Ensino Médio,6039.98,2,585,8972.66,12,Saúde,0,0
20,AL,Ensino Superior,1790.0,4,534,8405.86,6,Veículo,1,1
75,SE,Ensino Superior,3013.74,17,594,9268.36,18,Veículo,1,0
36,RN,Ensino Médio,4504.2,12,728,5656.4,36,Veículo,4,0
22,RS,Ensino Médio,2524.03,18,705,13961.89,36,Outros,0,1
24,GO,Ensino Superior,8349.23,6,738,5361.97,60,Reforma,1,0
22,PB,Ensino Fundamental,4476.68,5,734,31691.92,12,Reforma,2,0
41,DF,Ensino Médio,3000.45,21,633,18171.0,12,Saúde,0,0
74,PE,Pós-graduação,2289.56,14,805,6843.6,12,Educação,4,1
21,DF,Pós-graduação,300.0,14,616,9018.23,60,Saúde,0,1
68,PB,Ensino Médio,1051.78,23,595,19852.08,18,Reforma,0,1
34,PA,Ensino Superior,2297.53,6,716,7736.2,12,Reforma,0,1
24,RO,Ensino Médio,2980.08,15,432,7802.95,36,Saúde,1,1
20,CE,Ensino Fundamental,4812.92,7,495,27838.35,24,Outros,0,1
37,PA,Pós-graduação,6968.49,3,704,2433.45,36,Outros,1,1
30,BA,Ensino Superior,10948.36,11,717,12468.17,36,Outros,0,0
56,BA,Ensino Superior,5342.09,15,647,20157.16,36,Saúde,1,0
26,PB,Ensino Superior,1544.34,4,510,14970.52,48,Veículo,3,1
52,TO,Ensino Médio,14784.09,9,750,11908.96,48,Veículo,3,0
26,RS,Pós-graduação,1327.49,3,630,22377.3,24,Outros,0,1
57,GO,Ensino Superior,6938.95,2,542,44356.45,36,Reforma,2,0
52,PR,Ensino Médio,2317.97,16,602,12340.93,48,Veículo,0,1
53,CE,Ensino Médio,43338.04,24,599,6171.81,24,Reforma,1,0
51,MS,Ensino Superior,2653.16,22,648,4914.81,36,Reforma,2,0
70,RS,Ensino Superior,3534.59,18,670,6467.03,48,Educação,1,0
48,RO,Ensino Superior,14253.28,25,834,5069.26,60,Veículo,4,0
49,PI,Ensino Médio,2681.92,17,835,29931.25,12,Educação,0,0
64,RJ,Ensino Médio,2505.51,1,646,13728.68,60,Veículo,0,0
20,ES,Ensino Superior,5174.29,19,639,5059.98,18,Educação,0,0
18,GO,Ensino Médio,3903.67,3,586,9703.1,12,Veículo,0,1
46,PB,Ensino Superior,3896.25,15,742,6793.89,24,Reforma,2,0
50,MS,Ensino Médio,3850.07,1,786,7331.34,12,Educação,1,0
62,PI,Ensino Superior,12904.81,20,765,9844.99,24,Veículo,5,0
32,RR,Ensino Médio,2566.46,23,580,11161.17,36,Educação,3,0
53,MT,Ensino Fundamental,4060.18,21,731,10873.13,60,Veículo,5,0
48,AM,Ensino Médio,2641.8,15,702,15969.94,24,Saúde,1,1
61,CE,Ensino Médio,1613.02,15,631,11314.2,24,Reforma,2,1
53,ES,Ensino Superior,2096.53,23,563,7994.07,60,Educação,1,1
40,ES,Ensino Fundamental,3523.82,24,786,6662.09,24,Viagem,1,0
61,AP,Ensino Superior,3787.09,13,618,13398.4,12,Veículo,3,1
57,DF,Ensino Médio,1946.08,15,743,7752.85,18,Outros,3,0
63,AC,Pós-graduação,5204.76,24,763,14865.78,36,Saúde,5,0
61,GO,Ensino Médio,7317.44,3,694,20135.36,18,Veículo,0,0
35,TO,Ensino Superior,3610.53,17,791,5476.01,36,Reforma,3,0
36,PE,Ensino Superior,1984.02,13,677,12562.51,24,Reforma,4,1
66,AL,Ensino Superior,12044.18,14,683,5262.62,60,Educação,6,0
25,PB,Ensino Médio,4886.41,15,554,17150.7,24,Saúde,0,1
54,MG,Ensino Médio,2994.12,1,734,13071.88,36,Veículo,0,0
24,GO,Ensino Superior,11816.52,5,705,5788.93,36,Viagem,4,0
62,PE,Pós-graduação,6458.74,9,739,19992.48,36,Educação,0,0
26,AM,Ensino Médio,1933.31,11,575,5276.6,18,Outros,4,0
51,PB,Pós-graduação,12535.39,7,698,6965.28,36,Educação,3,0
75,MA,Ensino Superior,900.0,11,480,3501.99,24,Veículo,0,1
54,MT,Pós-graduação,4206.87,8,650,7394.62,36,Veículo,4,0
64,MA,Ensino Médio,7701.11,20,580,6441.0,12,Educação,6,0
58,GO,Ensino Superior,2920.74,16,598,15194.38,18,Educação,3,1
54,PR,Ensino Médio,5954.16,17,477,10964.35,36,Reforma,1,1
66,SC,Ensino Médio,3776.97,24,577,13462.52,60,Outros,0,1
56,RN,Pós-graduação,7726.45,2,680,3070.78,48,Reforma,0,0
36,AL,Ensino Fundamental,2524.9,20,594,15454.12,36,Reforma,1,1
41,AM,Ensino Superior,5139.97,22,548,39923.26,36,Viagem,3,1
54,RS,Ensino Superior,3876.91,24,667,28713.42,12,Veículo,2,1
35,SP,Ensino Médio,1507.92,21,594,10256.39,12,Reforma,1,1
66,AC,Pós-graduação,10854.86,22,582,10336.38,12,Reforma,2,1
43,AP,Ensino Médio,6011.31,14,729,8984.31,12,Reforma,0,0
24,PR,Ensino Superior,5933.63,17,735,5452.8,6,Reforma,5,1
52,CE,Ensino Médio,2960.61,3,620,32454.49,60,Veículo,0,1
23,TO,Ensino Médio,1994.75,1,615,8811.93,36,Veículo,6,1
68,AC,Ensino Fundamental,2612.58,8,641,20222.59,48,Outros,6,1
37,AM,Pós-graduação,1199.52,4,545,9239.25,12,Outros,0,1
69,CE,Ensino Médio,9011.97,14,480,12447.49,24,Reforma,0,0
53,MT,Ensino Superior,5271.84,7,679,9719.91,60,Reforma,0,0
70,PA,Ensino Médio,15718.22,17,699,5374.9,36,Reforma,0,0
45,AP,Ensino Superior,2542.59,16,782,38284.35,12,Viagem,2,0
28,MA,Ensino Médio,3296.46,8,578,24415.73,36,Outros,0,0
19,MG,Ensino Superior,5601.65,14,558,11810.82,24,Saúde,4,1
44,MS,Ensino Médio,13266.07,12,751,11739.08,24,Educação,0,0
38,AP,Ensino Superior,15150.93,22,522,16722.95,24,Reforma,2,1
48,AL,Ensino Superior,3045.02,8,586,25475.96,36,Reforma,2,1
18,ES,Ensino Médio,10423.6,17,787,9547.56,6,Reforma,0,0
48,MT,Ensino Superior,12091.53,24,707,17418.21,6,Reforma,1,0
50,DF,Pós-graduação,2427.3,3,731,8030.74,36,Reforma,0,0
63,PA,Pós-graduação,2198.45,11,632,10037.49,36,Outros,3,0
49,PE,Ensino Superior,4864.98,7,515,28600.39,12,Educação,1,0
55,MA,Ensino Superior,1232.83,9,702,17300.65,18,Veículo,0,0
45,AL,Ensino Médio,7591.62,18,667,6607.62,60,Veículo,2,0
48,SE,Ensino Médio,9354.32,10,543,5678.59,24,Saúde,2,1
37,RR,Ensino Médio,6547.34,23,533,11960.67,36,Educação,5,1
31,CE,Ensino Superior,2894.04,7,656,18991.08,36,Reforma,0,0
75,PA,Ensino Superior,5454.78,1,657,6916.61,24,Veículo,1,0
60,PI,Ensino Médio,4436.37,18,430,10972.31,48,Reforma,5,1
42,PB,Ensino Superior,2559.74,24,662,8030.56,36,Reforma,5,0
29,BA,Ensino Médio,3155.14,9,674,29322.56,60,Saúde,0,0
67,RR,Ensino Superior,8453.31,17,649,7914.65,6,Saúde,2,0
24,TO,Ensino Superior,9626.86,3,587,12177.28,36,Reforma,0,0
71,MS,Ensino Médio,2307.4,10,727,14900.95,18,Educação,4,0
47,PI,Ensino Médio,2710.27,20,675,17603.01,60,Veículo,0,0
51,AP,Ensino Superior,2848.55,25,662,6951.77,24,Outros,0,0
680,RN,Ensino Médio,12067.28,20,535,8190.12,12,Educação,1,0
57,AM,Ensino Médio,2304.55,20,674,15967.16,24,Saúde,2,1
46,RO,Ensino Superior,3769.47,19,631,23759.08,12,Outros,1,0
30,MG,Ensino Médio,5249.63,20,715,17066.52,18,Veículo,2,0
23,MT,Pós-graduação,3968.32,20,766,9448.96,36,Educação,2,0
51,SE,Ensino Superior,1034.95,21,670,4033.24,60,Reforma,1,0
38,PR,Ensino Médio,5810.97,9,651,8121.82,6,Viagem,1,0
23,AP,Pós-graduação,6035.12,12,597,6292.38,24,Veículo,5,1
75,PR,Ensino Superior,2055.45,22,722,16395.63,36,Veículo,4,0
34,GO,Ensino Médio,9945.35,18,706,12292.97,36,Reforma,3,0
75,TO,Ensino Superior,5904.19,16,820,12316.46,36,Outros,3,0
56,RN,Pós-graduação,8944.57,1,727,17015.95,24,Viagem,2,0
39,PI,Pós-graduação,4733.5,4,609,11633.95,36,Veículo,2,0
43,GO,Ensino Superior,3527.51,5,522,8323.41,36,Reforma,2,1
62, PE  ,Ensino Superior,9122.97,17,635,14490.23,12,Reforma,4,0
74,SE,Ensino Médio,9296.42,21,607,13774.54,18,Educação,7,0
29,RS,Ensino Superior,2558.99,22,710,4492.26,36,Outros,0,0
21,SE,Ensino Superior,4542.15,9,559,11005.94,48,Outros,3,0
62,MG,Ensino Superior,9502.8,5,589,9680.46,6,Veículo,0,1
43,RR,Ensino Superior,2581.11,20,655,5522.69,24,Saúde,0,0
64,PB,Ensino Médio,2382.14,18,629,32559.44,60,Veículo,0,0
53,AL,Ensino Médio,4070.95,24,626,9413.06,12,Viagem,6,1
64,PE,Ensino Médio,4603.23,22,551,11282.66,24,Viagem,1,0
34,AC,Pós-graduação,10906.02,8,527,4747.03,36,Outros,0,1
40,SP,Ensino Médio,2235.7,8,616,12892.88,36,Veículo,0,1
64,RN,Ensino Superior,5310.92,13,707,4963.24,18,Saúde,2,0
26,CE,Ensino Superior,3442.95,5,735,17465.57,36,Outros,2,0
66,PR,Ensino Médio,3757.34,24,706,10810.69,60,Veículo,3,0
21,AP,Ensino Médio,3305.27,13,697,15034.66,24,Reforma,0,0
46,  RO  ,Ensino Fundamental,8159.83,11,438,8015.01,48,Educação,7,1
75,RN,Ensino Superior,2697.41,19,664,14106.11,36,Saúde,6,0
18,RR,Ensino Superior,4495.68,2,646,14302.93,36,Outros,1,0
61,RO,Ensino Superior,3362.9,6,746,14598.18,60,Viagem,0,0
54,MT,Ensino Superior,2427.78,19,572,11218.29,48,Veículo,0,1
39,PE,Ensino Médio,7273.64,5,752,9595.32,24,Outros,0,0
